Global Volcanism Program - Volcanoes of the World 5.1.7,,,Downloaded on 31 May 2024 at 03:23 PM,,,,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
351110,Chiles,Stratovolcano of Chiles-Cerro Negro,,,,,,,,,,,,,,,,,,,,,,,
351110,Chiles-Cerro Negro,Stratovolcano,1936,Colombia-Ecuador,South America,Colombia,0.817,-77.938,4698,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,977,4573,151519,1826460
355098,Chiliques,Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.58,-67.7,5778,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,0,2,368,6797
357070,Chillan Viejo,"Synonym of Viejo, Volcán",,,,,,,,,,,,,,,,,,,,,,,
357070,"Chillan, Nevados de",Stratovolcano,2022,Chile,South America,Central Chile and Argentina,-36.868,-71.378,3180,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,68,371,3733,512325
358050,"Chiloe, Volcan de (?)",Synonym of Corcovado,,,,,,,,,,,,,,,,,,,,,,,
352071,Chimborazo,Stratovolcano,550,Ecuador,South America,Ecuador,-1.469,-78.817,6261,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite, , , , ,442,7561,463426,2325666
353091,Chimney Mountain,Cone of Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,
357110,Chinal,Synonym of Llaima,,,,,,,,,,,,,,,,,,,,,,,
355101,"Chincillas, Cerro las",Cone of Cordon de Puntas Negras,,,,,,,,,,,,,,,,,,,,,,,
354007,"Chingana, Cerro la","Dome of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
354030,Chiquiomate,Synonym of Huaynaputina,,,,,,,,,,,,,,,,,,,,,,,
357050,"Chivato, Volcán",Cone of Descabezado Grande,,,,,,,,,,,,,,,,,,,,,,,
353120,"Chivo, Cerro",Cone of San Cristobal (Ecuador),,,,,,,,,,,,,,,,,,,,,,,
357066,"Chivo, del",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
352011,"Chivo, Loma el",Dome of Pululahua,,,,,,,,,,,,,,,,,,,,,,,
358010,Choduanpire,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358010,Chodueco,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357110,Chome,Crater of Llaima,,,,,,,,,,,,,,,,,,,,,,,
357130,Choshuenco,Stratovolcano of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
357130,Choshuenco-El Mocho,Synonym of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
357130,Choshuenco-Pillan,Synonym of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
357111,"Chufquen, Volcán",Cone of Sollipulli,,,,,,,,,,,,,,,,,,,,,,,
355010,"Chupiquiña, Nevado",Stratovolcano of Tacora,,,,,,,,,,,,,,,,,,,,,,,
351020,"Cisne, Nevado el","Dome of Ruiz, Nevado del",,,,,,,,,,,,,,,,,,,,,,,
334070,Clambake,Thermal of Galapagos Rift,,,,,,,,,,,,,,,,,,,,,,,
351080,Coba Negra,Pleistocene caldera of Galeras,,,,,,,,,,,,,,,,,,,,,,,
352021,"Cocha I, La",Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
352021,"Cocha II, La",Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
354004,"Cochapampa, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
352002,Cochapata,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
351060,"Coconucos, Los",Cone of Purace,,,,,,,,,,,,,,,,,,,,,,,
351060,Coconuscos-Aguas Herviendo,Thermal of Purace,,,,,,,,,,,,,,,,,,,,,,,
351060,Coconuscos-Aguas Tibias,Thermal of Purace,,,,,,,,,,,,,,,,,,,,,,,
357110,Coigue,Crater of Llaima,,,,,,,,,,,,,,,,,,,,,,,
355095,Colachi,Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.236,-67.645,5631,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,0,3,238,7964
357061,Colada Dendriforme,"Synonym of Baños, Crateres de los",,,,,,,,,,,,,,,,,,,,,,,
357061,Colada las Nieblas,"Dome of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
357061,Colada Occidental,"Dome of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
352005,"Colangal, Cerro",Dome of Mojanda,,,,,,,,,,,,,,,,,,,,,,,
357070,"Colcura, Volcán","Cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357091,Collaqui,Synonym of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
357110,Colorado,Crater of Llaima,,,,,,,,,,,,,,,,,,,,,,,
357153,Colorado,Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
358080,Colorado,Pyroclastic cone of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
357070,"Colorado, Cerro","Cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357042,"Colorado, Cerro",Cone of Calabozos,,,,,,,,,,,,,,,,,,,,,,,
355091,"Colorado, Cerro",Cone of Sairecabur,,,,,,,,,,,,,,,,,,,,,,,
357080,"Condor, Cerro",Stratovolcano of Antuco,,,,,,,,,,,,,,,,,,,,,,,
355190,"Condor, El",Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.632,-68.361,6373,Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , ,0,0,62,8951
357110,Conguillio Group,Crater of Llaima,,,,,,,,,,,,,,,,,,,,,,,
358025,"Contreras, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
358090,"Cook, Volcán",Synonym of Fueguino,,,,,,,,,,,,,,,,,,,,,,,
357090,Copahue,Stratovolcano,2021,Chile-Argentina,South America,Central Chile and Argentina,-37.856,-71.183,2953,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite,Trachyte / Trachydacite,Rhyolite, , , , , , ,88,555,3042,138414
357090,"Copahue, Baños",Thermal of Copahue,,,,,,,,,,,,,,,,,,,,,,,
357090,"Copahues, Los",Synonym of Copahue,,,,,,,,,,,,,,,,,,,,,,,
352010,"Copete, El",Dome of Reventador,,,,,,,,,,,,,,,,,,,,,,,
358050,Corcobado,Synonym of Corcovado,,,,,,,,,,,,,,,,,,,,,,,
358050,Corcovado,Stratovolcano,-4920,Chile,South America,Southern Chile and Argentina,-43.189,-72.794,1826,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,5,67,5546,62134
357091,Cordillera Blanca,Synonym of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
357150,Cordillera del Pedregal,Synonym of Cordón Caulle,,,,,,,,,,,,,,,,,,,,,,,
357150,Cordillera Nevada,Caldera of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357150,Cordillera Pelada,Synonym of Cordón Caulle,,,,,,,,,,,,,,,,,,,,,,,
357150,Cordón Caulle,Fissure vent of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357160,Cordon Cenizos,Cone of Puntiagudo-Cordón Cenizos,,,,,,,,,,,,,,,,,,,,,,,
357153,Cordon de Alvarez,Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
355101,Cordon de Puntas Negras,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,217,5798
355121,Cordon del Azufre,Complex,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-25.336,-68.521,5481,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,2,160,7814
357160,Cordon el Cauye,Synonym of Puntiagudo-Cordon Cenizos,,,,,,,,,,,,,,,,,,,,,,,
354003,Coropuna,Stratovolcano,Unknown,Peru,South America,Peru,-15.52,-72.65,6377,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,37,502,15589,136689
357140,Corral Quemado,Synonym of Riñinahue,,,,,,,,,,,,,,,,,,,,,,,
357066,"Corrales, Los",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
355112,Corrida de Cori Volcanic Field,Stratovolcano,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-25.083,-68.367,5451,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1,17,227,7141
354007,"Cortaderal, Cerro el","Fissure vent of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
354007,"Cortaderas, Las",Synonym of Pampa de Palacio,,,,,,,,,,,,,,,,,,,,,,,
352050,Cotopaxi,Stratovolcano,2023,Ecuador,South America,Ecuador,-0.677,-78.436,5911,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,251,7299,152139,3631492
353040,Cowley Island,Fissure vent of Alcedo,,,,,,,,,,,,,,,,,,,,,,,
358025,Crater Basalt Volcanic Field,Volcanic field,Unknown,Argentina,South America,Southern Chile and Argentina,-42.018,-70.194,1344,Intraplate / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite, , , , ,Basalt / Picro-Basalt, , , , ,448,448,1140,20539
352020,Cristal,Dome of Guagua Pichincha,,,,,,,,,,,,,,,,,,,,,,,
353091,"Crocker, Mount",Cone of Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,
354004,"Cruz, Cerro la",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
352004,"Cubilche, Loma",Dome of Imbabura,,,,,,,,,,,,,,,,,,,,,,,
358040,Cuchucavi,Synonym of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
357070,"Cuervos, Los","Pyroclastic cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
352003,Cuicocha,Caldera,650,Ecuador,South America,Ecuador,0.308,-78.364,3246,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,178815,178815,364146,3193683
351100,Cumbal,Stratovolcano,1926,Colombia,South America,Colombia,0.95,-77.87,4764,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1405,10206,244853,1800919
351100,"Cumbal, Nevado de",Synonym of Cumbal,,,,,,,,,,,,,,,,,,,,,,,
355124,Cumbre de la Linea,Cone of Falso Azufre,,,,,,,,,,,,,,,,,,,,,,,
355123,Cumbre del Laudo,"Stratovolcano of Nevada, Sierra",,,,,,,,,,,,,,,,,,,,,,,
353010,"Cumbre, La",Synonym of Fernandina,,,,,,,,,,,,,,,,,,,,,,,
352004,Cunru,Dome of Imbabura,,,,,,,,,,,,,,,,,,,,,,,
357090,Cupahue,Synonym of Copahue,,,,,,,,,,,,,,,,,,,,,,,
355091,"Curiquinca, Cerro",Stratovolcano of Sairecabur,,,,,,,,,,,,,,,,,,,,,,,
352021,Cuscungo,Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
352005,Cushnirumi,Stratovolcano of Mojanda,,,,,,,,,,,,,,,,,,,,,,,
352040,Cuyufa,Synonym of Sumaco,,,,,,,,,,,,,,,,,,,,,,,
353030,Darwin,Shield,1813,Ecuador,South America,Galapagos Islands,-0.18,-91.28,1330,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite, , , , ,190,190,343,2366
353081,Darwin Bay,Caldera of Genovesa,,,,,,,,,,,,,,,,,,,,,,,
353091,Deep Crater,Crater of Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,
351080,Deformes,Thermal of Galeras,,,,,,,,,,,,,,,,,,,,,,,
357070,Democrático,"Stratovolcano of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357042,Descabezado Chico,Cone of Calabozos,,,,,,,,,,,,,,,,,,,,,,,
357050,Descabezado del Maule,Synonym of Descabezado Grande,,,,,,,,,,,,,,,,,,,,,,,
357050,Descabezado Grande,Stratovolcano(es),1933,Chile,South America,Central Chile and Argentina,-35.58,-70.75,3953,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,39,142,3454,704116
358080,"Diablo, Cerro del",Pyroclastic cone of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
357021,Diamante,Pleistocene caldera of Maipo,,,,,,,,,,,,,,,,,,,,,,,
357066,"Diaz, De",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357070,Diguillin,"Pleistocene caldera of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
358080,Dinero,Pyroclastic cone of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
357061,Divisoria,"Dome of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
357150,Domo del Azufre,Dome of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357021,"Don Casimiro, Volcán",Pyroclastic cone of Maipo,,,,,,,,,,,,,,,,,,,,,,,
357030,Don Chuco,Stratovolcano of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
351070,Dona Juana,Stratovolcano,1906,Colombia,South America,Colombia,1.5,-76.936,4137,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1524,5372,160615,1626081
356011,Easter Island,Synonym of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
353011,Ecuador,Shield,1150,Ecuador,South America,Galapagos Islands,-0.02,-91.546,790,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,135,135,193,894
357020,"Engorda, Volcán la",Stratovolcano of San Jose,,,,,,,,,,,,,,,,,,,,,,,
357091,Epun,Crater of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
355091,Escalante,Stratovolcano of Sairecabur,,,,,,,,,,,,,,,,,,,,,,,
355101,"Escondida, Cerro Laguna",Cone of Cordon de Puntas Negras,,,,,,,,,,,,,,,,,,,,,,,
355190,"Escondida, Laguna","Synonym of Condor, El",,,,,,,,,,,,,,,,,,,,,,,
357066,Escorial,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
355112,Escorial,Stratovolcano of Corrida de Cori Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
355112,"Escorial, Cerro",Synonym of Escorial,,,,,,,,,,,,,,,,,,,,,,,
357123,"Escorial, Cerro (Achin-Niuellu)",Cone of Huanquihue Group,,,,,,,,,,,,,,,,,,,,,,,
357042,"Escorias, Crater de las",Crater of Calabozos,,,,,,,,,,,,,,,,,,,,,,,
351021,"Espana, Cerro",Dome of Santa Isabel (Colombia),,,,,,,,,,,,,,,,,,,,,,,
357061,"Espejos, Loma de los","Dome of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
357020,Espíiritu Santo,Stratovolcano of San Jose,,,,,,,,,,,,,,,,,,,,,,,
355124,Falso Azufre,Complex,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.8,-68.37,5906,Subduction zone / Continental crust (>25 km),Evidence Uncertain,No Data (checked), , , , , , , , , ,0,13,215,9979
355124,"Falso Azufre, Cerro",Cone of Falso Azufre,,,,,,,,,,,,,,,,,,,,,,,
358080,Fell,Pyroclastic cone of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
358025,"Fermin, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
353010,Fernandina,Shield,2024,Ecuador,South America,Galapagos Islands,-0.37,-91.55,1476,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,129,129,208,1972
357153,Fiucha,Stratovolcano of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
351080,Florencia,Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
358011,Fonck,Pyroclastic cone of Tronador,,,,,,,,,,,,,,,,,,,,,,,
354007,"Frailes, Los","Synonym of Nocarane, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357030,"Fray Carlos, Cerro",Stratovolcano of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
357153,"Frutilla, Cerro",Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
358090,Fueguino,Lava dome(s),1820,Chile,South America,Southern Chile and Argentina,-54.97,-70.262,157,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,18,78,294,1296
358090,"Fueguino, Volcán",Synonym of Fueguino,,,,,,,,,,,,,,,,,,,,,,,
357130,"Fui, Volcanes de",Pyroclastic cone of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
352005,Fuya Fuya,Stratovolcano of Mojanda,,,,,,,,,,,,,,,,,,,,,,,
334070,Galapagos Rift,Fissure vent(s),1996,Ecuador,Hawaii and Pacific Ocean,Pacific Ocean (eastern),0.792,-86.15,-2430,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
351080,"Galera, La",Synonym of Galeras,,,,,,,,,,,,,,,,,,,,,,,
351080,Galeras,Complex,2014,Colombia,South America,Colombia,1.22,-77.37,4276,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,705,120817,630777,1700248
352021,Gallo Cantano,Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
357062,"Gaudal, Volcán",Stratovolcano of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
353081,Genovesa,Shield,Unknown,Ecuador,South America,Galapagos Islands,0.32,-89.958,64,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,197,197,197,2665
353070,Geraldino,Synonym of Pinta,,,,,,,,,,,,,,,,,,,,,,,
353090,Gil,Synonym of Santiago,,,,,,,,,,,,,,,,,,,,,,,
357150,Golgol,Pyroclastic cone of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
353011,"Grande, Cerro",Tuff cone of Ecuador,,,,,,,,,,,,,,,,,,,,,,,
353050,"Grande, Volcan","Synonym of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
357150,Gris,Crater of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357130,"Gris, Crater",Pyroclastic cone of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
351080,"Guaca, La",Cone of Galeras,,,,,,,,,,,,,,,,,,,,,,,
352040,Guacamayo,Synonym of Sumaco,,,,,,,,,,,,,,,,,,,,,,,
358025,"Guacha, Loma",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
352020,Guagua Pichincha,Stratovolcano,2002,Ecuador,South America,Ecuador,-0.171,-78.598,4784,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,449,32488,2064475,3581801
352040,Guagua Sumaco,Cone of Sumaco,,,,,,,,,,,,,,,,,,,,,,,
354010,Guagua-Putina,"Synonym of Misti, El",,,,,,,,,,,,,,,,,,,,,,,
355020,Guallatiri,Stratovolcano,1960,Chile,South America,"Northern Chile, Bolivia and Argentina",-18.42,-69.092,6071,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,0,63,2290,45906
357023,"Guanaqueros, Volcán","Pyroclastic cone of Atuel, Caldera del",,,,,,,,,,,,,,,,,,,,,,,
355093,Guayaques,Lava dome(s),Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566,5598,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,2,26,408,9770
354030,Guayta,Synonym of Huaynaputina,,,,,,,,,,,,,,,,,,,,,,,
357140,"Guindos, Los",Stratovolcano of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357030,"Guzmanes, Los",Stratovolcano of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
357153,Haique,Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
356011,Hanga o Tea,Crater of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,Hani-Hani,Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Hao, Maunga","Synonym of Vao, Maunga",,,,,,,,,,,,,,,,,,,,,,,
356011,"Ha'u Epa, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357080,"Henedura, La",Crater of Antuco,,,,,,,,,,,,,,,,,,,,,,,
356011,"Hiva Hiva, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
355100,Hlascar,Synonym of Lascar,,,,,,,,,,,,,,,,,,,,,,,
357100,"Holandesa, Volcán la",Pyroclastic cone of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
357060,"Hornitos, Los","Cone of Azul, Cerro",,,,,,,,,,,,,,,,,,,,,,,
358023,Hornopiren,Stratovolcano,340,Chile,South America,Southern Chile and Argentina,-41.874,-72.431,1572,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,10,116,5345,332598
354007,"Horqueta, Cerro","Cone of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
357041,"Hoyadas, Las",Vent of Infiernillo,,,,,,,,,,,,,,,,,,,,,,,
357041,"Hoyo Colorado, Volcán",Vent of Infiernillo,,,,,,,,,,,,,,,,,,,,,,,
351030,"Hoyo, El","Crater of Tolima, Nevado del",,,,,,,,,,,,,,,,,,,,,,,
358025,"Huacha, Loma",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
354006,Hualca Hualca,Stratovolcano of Sabancaya,,,,,,,,,,,,,,,,,,,,,,,
358024,Hualiaque,Synonym of Apagado,,,,,,,,,,,,,,,,,,,,,,,
355020,Huallatire,Synonym of Guallatiri,,,,,,,,,,,,,,,,,,,,,,,
355020,Huallatiri,Synonym of Guallatiri,,,,,,,,,,,,,,,,,,,,,,,
354005,Huambo,Volcanic field,-700,Peru,South America,Peru,-15.78,-72.08,4554,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite, , , , ,Andesite / Basaltic Andesite, , , , ,301,1157,7271,1028814
352002,Huanguillaro,Stratovolcano of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
357123,Huanquihue Group,Stratovolcano(es),1750,Argentina,South America,Central Chile and Argentina,-39.887,-71.58,2189,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,22,108,3515,190322
357066,Huanul,Vent of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
352004,Huarmi Imbabura,Dome of Imbabura,,,,,,,,,,,,,,,,,,,,,,,
354030,Huaynaputina,Stratovolcano,1600,Peru,South America,Peru,-16.6144,-70.8542,4679,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite, , , , , , , , , ,36,210,9153,1088509
354006,Huaypuna,Synonym of Ampato,,,,,,,,,,,,,,,,,,,,,,,
358057,"Hudson, Cerro",Stratovolcano,2011,Chile,South America,Southern Chile and Argentina,-45.9,-72.97,1905,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite, , , , , ,0,12,28,81642
357111,"Huechulepun, Volcán",Cone of Sollipulli,,,,,,,,,,,,,,,,,,,,,,,
357112,"Huelemolle, Volcán",Cone of Caburgua-Huelemolle,,,,,,,,,,,,,,,,,,,,,,,
358010,Huenuauca,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
358020,Huenú-Huenú,Stratovolcano of Calbuco,,,,,,,,,,,,,,,,,,,,,,,
358030,Hueque,Synonym of Huequi,,,,,,,,,,,,,,,,,,,,,,,
358030,Huequen,Synonym of Huequi,,,,,,,,,,,,,,,,,,,,,,,
358030,Huequi,Lava dome(s),1920,Chile,South America,Southern Chile and Argentina,-42.377,-72.578,1318,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,7,1076,107960
352031,Huevos de Chivos,Dome of Aliso,,,,,,,,,,,,,,,,,,,,,,,
352002,Hugá,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
351050,"Huila, Nevado del",Stratovolcano,2012,Colombia,South America,Colombia,2.93,-76.03,5364,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,659,3501,56737,4742651
357121,Huililco,Pyroclastic cone of Quetrupillan,,,,,,,,,,,,,,,,,,,,,,,
357122,Huinfiuca,Fissure vent of Lanin,,,,,,,,,,,,,,,,,,,,,,,
352041,Ilinitza,Synonym of Iliniza,,,,,,,,,,,,,,,,,,,,,,,
352041,Iliniza,Stratovolcano,Unknown,Ecuador,South America,Ecuador,-0.662,-78.716,5162,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite, , , , ,535,6034,158371,3941221
352041,Iliniza,Synonym of Iliniza,,,,,,,,,,,,,,,,,,,,,,,
355100,Illascar,Synonym of Lascar,,,,,,,,,,,,,,,,,,,,,,,
352041,Illiniza Norte,Stratovolcano of Iliniza,,,,,,,,,,,,,,,,,,,,,,,
352041,Illiniza Sur,Stratovolcano of Iliniza,,,,,,,,,,,,,,,,,,,,,,,
352004,Imbabura,Compound,-5550,Ecuador,South America,Ecuador,0.258,-78.183,4609,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,538,96294,477043,3245887
357110,Imperial,Synonym of Llaima,,,,,,,,,,,,,,,,,,,,,,,
355125,"Incahuasi, Cerro de","Synonym of Incahuasi, Nevado de",,,,,,,,,,,,,,,,,,,,,,,
355125,"Incahuasi, Nevado de",Stratovolcano(es),Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.033,-68.296,6638,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,1,11,534,12195
